,after,after_and_js_jannies,age,artistname,available,collected_at,date,is_free_market,is_jannies,left_days,name,price_per_deal,price_per_unit,unit
0,1,0,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,3200,3200.0,1
1,1,0,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,3500,3500.0,1
2,1,0,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,3000,3000.0,1
3,1,0,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,3300,3300.0,1
4,1,0,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,3980,3980.0,1
5,1,0,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,5000,5000.0,1
6,1,0,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,2800,2800.0,1
7,1,0,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,2800,2800.0,1
8,1,0,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,0,13,新・BS日本のうた,3000,3000.0,1
9,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,9000,4500.0,2
10,1,0,25.0,氷川きよし,0,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,9000,4500.0,2
11,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,17000,17000.0,1
12,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
13,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,15000,15000.0,1
14,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,13000.0,1
15,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,14500,7250.0,2
16,1,0,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,17000,17000.0,1
17,1,0,25.0,氷川きよし,0,2019-04-23 00:00:00,2019-05-06 00:00:00,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,23000,23000.0,1
18,1,0,25.0,氷川きよし,1,,,1,0,13,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,6500.0,2
19,1,0,25.0,氷川きよし,1,,,1,0,13,新・BS日本のうた,3200,3200.0,1
20,1,0,25.0,氷川きよし,1,,,1,0,13,新・BS日本のうた,3500,3500.0,1
21,1,0,25.0,氷川きよし,0,,,1,0,13,新・BS日本のうた,3000,3000.0,1
22,1,0,25.0,氷川きよし,1,,,1,0,13,新・BS日本のうた,3300,3300.0,1
23,1,0,25.0,氷川きよし,1,,,1,0,13,新・BS日本のうた,3980,3980.0,1
24,1,0,25.0,氷川きよし,1,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,4250.0,2
25,1,0,25.0,氷川きよし,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
26,1,0,25.0,氷川きよし,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
27,1,0,25.0,氷川きよし,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,7000,3500.0,2
28,1,0,25.0,氷川きよし,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,8500,8500.0,1
29,1,0,25.0,氷川きよし,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,32000,32000.0,1
30,1,0,25.0,氷川きよし,1,,,1,0,29,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
31,1,0,25.0,氷川きよし,1,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
32,1,0,25.0,氷川きよし,1,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
33,1,0,25.0,氷川きよし,1,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
34,1,0,25.0,氷川きよし,1,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
35,1,0,25.0,氷川きよし,1,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
36,1,0,25.0,氷川きよし,1,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
37,1,0,25.0,氷川きよし,1,,,1,0,39,氷川きよしコンサートツアー2019 20周年大感謝祭！！,16800,16800.0,1
38,1,0,25.0,氷川きよし,1,,,1,0,39,氷川きよしコンサートツアー2019 20周年大感謝祭！！,35000,17500.0,2
39,1,0,25.0,氷川きよし,1,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10000,5000.0,2
40,1,0,25.0,氷川きよし,1,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,6800,6800.0,1
41,1,0,25.0,氷川きよし,1,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
42,1,0,25.0,氷川きよし,1,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,12000,12000.0,1
43,1,0,25.0,氷川きよし,1,,,1,0,48,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10500,5250.0,2
44,1,0,25.0,氷川きよし,1,,,1,0,48,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
45,1,0,25.0,氷川きよし,1,,,1,0,48,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,6500.0,2
46,1,0,25.0,氷川きよし,1,,,1,0,55,氷川きよしコンサートツアー2019 20周年大感謝祭！！,30000,15000.0,2
47,1,0,25.0,氷川きよし,1,,,1,0,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10500,10500.0,1
48,1,0,25.0,氷川きよし,1,,,1,0,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8000,4000.0,2
49,1,0,25.0,氷川きよし,1,,,1,0,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,20000,20000.0,1
50,1,0,25.0,氷川きよし,1,,,1,0,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,25000,25000.0,1
51,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,2000,2000.0,1
52,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,2000,2000.0,1
53,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,2000,2000.0,1
54,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,2000,2000.0,1
55,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,2300,2300.0,1
56,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,2300,2300.0,1
57,1,0,25.0,氷川きよし,0,,,1,0,0,もっと四国音楽祭2019,3000,3000.0,1
58,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,6000,3000.0,2
59,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,9000.0,1
60,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10000,10000.0,1
61,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10000,5000.0,2
62,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,12000,6000.0,2
63,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,18000,18000.0,1
64,1,0,25.0,氷川きよし,0,,,1,0,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,18000,18000.0,1
65,1,0,25.0,氷川きよし,0,,,1,0,13,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
66,1,0,25.0,氷川きよし,0,,,1,0,13,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,4250.0,2
67,1,0,25.0,氷川きよし,0,,,1,0,13,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,4250.0,2
68,1,0,25.0,氷川きよし,0,,,1,0,13,新・BS日本のうた,5000,5000.0,1
69,1,0,25.0,氷川きよし,0,,,1,0,13,新・BS日本のうた,2800,2800.0,1
70,1,0,25.0,氷川きよし,0,,,1,0,13,新・BS日本のうた,2800,2800.0,1
71,1,0,25.0,氷川きよし,0,,,1,0,13,新・BS日本のうた,3000,3000.0,1
72,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10000,10000.0,1
73,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,6500.0,2
74,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,7500,7500.0,1
75,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,7500,3750.0,2
76,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9800,9800.0,1
77,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9800,4900.0,2
78,1,0,25.0,氷川きよし,0,,,1,0,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13500,13500.0,1
79,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,2500.0,2
80,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
81,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,6000,3000.0,2
82,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,6500,3250.0,2
83,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,7000,7000.0,1
84,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,13000,13000.0,1
85,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,13000,13000.0,1
86,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,16000,16000.0,1
87,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,18000,9000.0,2
88,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,23000,23000.0,1
89,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,28000,14000.0,2
90,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,29800,29800.0,1
91,1,0,25.0,氷川きよし,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,34800,34800.0,1
92,1,0,25.0,氷川きよし,0,,,1,0,29,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
93,1,0,25.0,氷川きよし,0,,,1,0,31,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9500,4750.0,2
94,1,0,25.0,氷川きよし,0,,,1,0,31,氷川きよしコンサートツアー2019 20周年大感謝祭！！,7500,7500.0,1
95,1,0,25.0,氷川きよし,0,,,1,0,31,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9500,4750.0,2
96,1,0,25.0,氷川きよし,0,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9500,9500.0,1
97,1,0,25.0,氷川きよし,0,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9500,4750.0,2
98,1,0,25.0,氷川きよし,0,,,1,0,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9500,4750.0,2
99,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,7500,7500.0,1
100,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
101,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
102,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,13000.0,1
