,after,after_and_js_jannies,age,artistname,available,collected_at,date,is_free_market,is_jannies,left_days,name,price_per_deal,price_per_unit,unit
103,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,7500,7500.0,1
104,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
105,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10500,5250.0,2
106,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
107,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
108,1,0,25.0,氷川きよし,0,,,1,0,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
109,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,9000,4500.0,2
110,1,0,25.0,坂本冬美,0,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,9000,4500.0,2
111,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,17000,17000.0,1
112,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,13,新・BS日本のうた,3200,3200.0,1
113,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,13,新・BS日本のうた,3500,3500.0,1
114,1,0,25.0,坂本冬美,0,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,13,新・BS日本のうた,3000,3000.0,1
115,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,13,新・BS日本のうた,3300,3300.0,1
116,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,13,新・BS日本のうた,3980,3980.0,1
117,1,0,25.0,坂本冬美,1,2019-04-13 00:00:00,2019-04-26 00:00:00,1,0,18,五木ひろし 特別公演 歌・舞・奏スペシャル,8000,4000.0,2
118,1,0,25.0,坂本冬美,1,,,1,0,18,五木ひろし 特別公演 歌・舞・奏スペシャル,10000,5000.0,2
119,1,0,25.0,坂本冬美,1,,,1,0,22,五木ひろし 特別公演 歌・舞・奏スペシャル,12000,6000.0,2
120,1,0,25.0,坂本冬美,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
121,1,0,25.0,坂本冬美,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
122,1,0,25.0,坂本冬美,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,7000,3500.0,2
123,1,0,25.0,坂本冬美,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,8500,8500.0,1
124,1,0,25.0,坂本冬美,1,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,32000,32000.0,1
125,1,0,25.0,坂本冬美,1,,,1,0,33,五木ひろし 特別公演 歌・舞・奏スペシャル,18500,18500.0,1
126,1,0,25.0,坂本冬美,1,,,1,0,35,五木ひろし 特別公演 歌・舞・奏スペシャル,9000,4500.0,2
127,1,0,25.0,坂本冬美,1,,,1,0,66,すぎもとまさとチャリティーコンサート,20000,20000.0,1
128,1,0,25.0,坂本冬美,1,,,1,0,78,坂本冬美コンサート,10000,10000.0,1
129,1,0,25.0,坂本冬美,1,,,1,0,78,坂本冬美コンサート,10000,5000.0,2
130,1,0,25.0,坂本冬美,0,,,1,0,13,新・BS日本のうた,5000,5000.0,1
131,1,0,25.0,坂本冬美,0,,,1,0,13,新・BS日本のうた,2800,2800.0,1
132,1,0,25.0,坂本冬美,0,,,1,0,13,新・BS日本のうた,2800,2800.0,1
133,1,0,25.0,坂本冬美,0,,,1,0,13,新・BS日本のうた,3000,3000.0,1
134,1,0,25.0,坂本冬美,0,,,1,0,16,五木ひろし 特別公演 歌・舞・奏スペシャル,17000,8500.0,2
135,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,2500.0,2
136,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
137,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,6000,3000.0,2
138,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,6500,3250.0,2
139,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,7000,7000.0,1
140,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,13000,13000.0,1
141,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,13000,13000.0,1
142,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,16000,16000.0,1
143,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,18000,9000.0,2
144,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,23000,23000.0,1
145,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,28000,14000.0,2
146,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,29800,29800.0,1
147,1,0,25.0,坂本冬美,0,,,1,0,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,34800,34800.0,1
148,1,1,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,3200,3200.0,1
149,1,1,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,3500,3500.0,1
150,1,1,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,3000,3000.0,1
151,1,1,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,3300,3300.0,1
152,1,1,25.0,細川たかし,1,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,3980,3980.0,1
153,1,1,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,5000,5000.0,1
154,1,1,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,2800,2800.0,1
155,1,1,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,2800,2800.0,1
156,1,1,25.0,細川たかし,0,2019-06-22 00:00:00,2019-07-05 00:00:00,1,1,13,新・BS日本のうた,3000,3000.0,1
157,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,9000,4500.0,2
158,1,1,25.0,氷川きよし,0,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,9000,4500.0,2
159,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,4,JASRAC創立80周年記念 こころの歌人たちスペシャル 歌よ未来へ,17000,17000.0,1
160,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
161,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,15000,15000.0,1
162,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,13000.0,1
163,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,14500,7250.0,2
164,1,1,25.0,氷川きよし,1,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,17000,17000.0,1
165,1,1,25.0,氷川きよし,0,2019-04-23 00:00:00,2019-05-06 00:00:00,1,1,9,氷川きよしコンサートツアー2019 20周年大感謝祭！！,23000,23000.0,1
166,1,1,25.0,氷川きよし,1,,,1,1,13,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,6500.0,2
167,1,1,25.0,氷川きよし,1,,,1,1,13,新・BS日本のうた,3200,3200.0,1
168,1,1,25.0,氷川きよし,1,,,1,1,13,新・BS日本のうた,3500,3500.0,1
169,1,1,25.0,氷川きよし,0,,,1,1,13,新・BS日本のうた,3000,3000.0,1
170,1,1,25.0,氷川きよし,1,,,1,1,13,新・BS日本のうた,3300,3300.0,1
171,1,1,25.0,氷川きよし,1,,,1,1,13,新・BS日本のうた,3980,3980.0,1
172,1,1,25.0,氷川きよし,1,,,1,1,23,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,4250.0,2
173,1,1,25.0,氷川きよし,1,,,1,1,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
174,1,1,25.0,氷川きよし,1,,,1,1,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,5000,5000.0,1
175,1,1,25.0,氷川きよし,1,,,1,1,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,7000,3500.0,2
176,1,1,25.0,氷川きよし,1,,,1,1,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,8500,8500.0,1
177,1,1,25.0,氷川きよし,1,,,1,1,27,第19回 虹の架け橋 まごころ募金コンサート 新しい時代へ！歌い継ぐ日本の名曲,32000,32000.0,1
178,1,1,25.0,氷川きよし,1,,,1,1,29,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
179,1,1,25.0,氷川きよし,1,,,1,1,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
180,1,1,25.0,氷川きよし,1,,,1,1,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
181,1,1,25.0,氷川きよし,1,,,1,1,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
182,1,1,25.0,氷川きよし,1,,,1,1,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8500,8500.0,1
183,1,1,25.0,氷川きよし,1,,,1,1,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
184,1,1,25.0,氷川きよし,1,,,1,1,33,氷川きよしコンサートツアー2019 20周年大感謝祭！！,9000,4500.0,2
185,1,1,25.0,氷川きよし,1,,,1,1,39,氷川きよしコンサートツアー2019 20周年大感謝祭！！,16800,16800.0,1
186,1,1,25.0,氷川きよし,1,,,1,1,39,氷川きよしコンサートツアー2019 20周年大感謝祭！！,35000,17500.0,2
187,1,1,25.0,氷川きよし,1,,,1,1,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10000,5000.0,2
188,1,1,25.0,氷川きよし,1,,,1,1,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,6800,6800.0,1
189,1,1,25.0,氷川きよし,1,,,1,1,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
190,1,1,25.0,氷川きよし,1,,,1,1,46,氷川きよしコンサートツアー2019 20周年大感謝祭！！,12000,12000.0,1
191,1,1,25.0,氷川きよし,1,,,1,1,48,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10500,5250.0,2
192,1,1,25.0,氷川きよし,1,,,1,1,48,氷川きよしコンサートツアー2019 20周年大感謝祭！！,11000,5500.0,2
193,1,1,25.0,氷川きよし,1,,,1,1,48,氷川きよしコンサートツアー2019 20周年大感謝祭！！,13000,6500.0,2
194,1,1,25.0,氷川きよし,1,,,1,1,55,氷川きよしコンサートツアー2019 20周年大感謝祭！！,30000,15000.0,2
195,1,1,25.0,氷川きよし,1,,,1,1,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,10500,10500.0,1
196,1,1,25.0,氷川きよし,1,,,1,1,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,8000,4000.0,2
197,1,1,25.0,氷川きよし,1,,,1,1,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,20000,20000.0,1
198,1,1,25.0,氷川きよし,1,,,1,1,60,氷川きよしコンサートツアー2019 20周年大感謝祭！！,25000,25000.0,1
199,1,1,25.0,氷川きよし,0,,,1,1,0,もっと四国音楽祭2019,2000,2000.0,1
200,1,1,25.0,氷川きよし,0,,,1,1,0,もっと四国音楽祭2019,2000,2000.0,1
201,1,1,25.0,氷川きよし,0,,,1,1,0,もっと四国音楽祭2019,2000,2000.0,1
202,1,1,25.0,氷川きよし,0,,,1,1,0,もっと四国音楽祭2019,2000,2000.0,1
203,1,1,25.0,氷川きよし,0,,,1,1,0,もっと四国音楽祭2019,2300,2300.0,1
204,1,1,25.0,氷川きよし,0,,,1,1,0,もっと四国音楽祭2019,2300,2300.0,1
